"","Season","Name","Team","Position","Started","Games","FantasyPoints","Minutes","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","OffensiveReboundsPercentage","DefensiveReboundsPercentage","TotalReboundsPercentage","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlayerEfficiencyRating","AssistsPercentage","StealsPercentage","BlocksPercentage","TurnOversPercentage","UsageRatePercentage","PlusMinus","DoubleDoubles","TripleDoubles","PPG","RPG","APG"
"411",2013,"Greivis Vasquez","NO","PG",0,78,4060.8,4468,728.8,1684,72.1,78.9,590.7,1279.6,76.9,138.1,404.4,56.9,206.3,256.3,134,71.6,489.2,560.8,5.2,22.1,12.4,1171.5,109.8,16.6,411,316.2,1802.1,1796.7,83.4,26.2,74.7,3.7,0.5,31,38.6,0,41.6,2.8,23.1,7.2,15
"412",2013,"Greg Stiemsma","MIN","C",0,76,1454.7,2012,211.3,462.6,76,76,211.3,462.6,76,0,0,0,88.2,114.8,127.8,101.5,332.8,434.3,15.5,32.5,20.5,49.9,73.2,149.8,98.2,306.2,510.8,513.1,82.9,18,10.7,5.2,15.9,26.7,22.8,0,2.8,0,6.7,5.7,0.7
"413",2013,"Omer Asik","HOU","C",0,82,3635.3,4100,552.4,1021.7,90,90,552.4,1020,90.2,0,2.8,0,279.6,497.5,93.5,457.6,1133.2,1590.8,21.3,51.6,36.6,124.8,76.5,144.8,287.9,371.1,1384.4,1240.6,92.9,26.2,12.8,2.6,7.4,31.3,27.3,0,54.9,0,16.9,19.4,1.5
"414",2013,"Jrue Holiday","PHI","PG",0,77,4519.6,4814,921.9,2129.9,72.1,78,770.4,1722.2,74.4,151.4,407.7,61.7,302.8,402.7,125.1,146.4,391,537.5,9.3,15.8,10.5,1033.3,199.7,53.2,479.2,279.6,2298,2307.1,82.9,28.1,61.1,6.1,2.4,28.6,44.6,0,33.3,2.8,29.8,7,13.4
"415",2013,"Ryan Anderson","NO","PF",0,81,3538.2,4163,785.4,1855.4,70.4,86.2,431,928.5,77.2,354.4,926.8,63.6,252.9,299.5,140.4,317.8,545.8,863.6,14.9,26.4,20.6,161.4,69.9,51.6,161.4,297.9,2178.2,1987.1,91.2,29.1,11.5,2.5,2.9,12.5,40.3,0,18.3,0,26.9,10.7,2
"416",2013,"Dante Cunningham","MIN","SF",0,80,2451.2,3345,522.5,1116.5,77.9,77.9,522.5,1106.6,78.5,0,16.6,0,111.5,171.4,108.2,236.3,442.6,678.9,13,26,19.3,111.5,139.8,63.2,93.2,254.6,1156.5,1192,80.7,22.8,15.6,6,4,12.1,28.8,0,8.3,0,14.5,8.5,1.4
"417",2013,"Toney Douglas","SAC","PG",0,71,1652.5,2143,312.8,775.4,67.1,81.7,176.4,416,70.6,136.4,359.4,63.2,126.5,139.8,150.6,56.6,173.1,229.6,8.2,15.9,10.2,251.3,118.1,8.3,134.8,241.3,888.6,836.9,88.4,23.4,30.9,7.9,0.5,23.1,33.7,0,0,0,12.5,3.2,3.5
"418",2013,"Jimmer Fredette","SAC","PG",0,69,1193.4,1607,286.2,680.6,70.1,83,178,421,70.4,108.2,259.6,69.4,141.4,164.7,142.9,31.6,86.5,118.1,6.1,10.6,11.7,153.1,51.6,8.3,113.2,106.5,822,753.1,90.9,24.6,26.4,4.6,0.7,21.7,40,0,0,0,11.9,1.7,2.2
"419",2013,"Andre Iguodala","DEN","SF",0,80,3945.5,4623,658.9,1462.7,75,83.7,507.5,985.1,85.7,151.4,477.6,52.7,257.9,449.3,95.5,136.4,567.4,703.9,9.4,22.5,14.3,720.5,231.3,86.5,342.8,211.3,1727.2,1660.3,86.5,26.5,37.2,7.1,4,28.5,31.4,0,16.6,2.8,21.6,8.8,9
"420",2013,"Shaun Livingston","CLE","PG",0,66,1682.5,2419,276.2,575.7,79.9,79.9,276.2,569.1,80.7,0,11.1,0,141.4,163.1,144.3,51.6,211.3,262.9,6.5,17.6,10.4,357.8,79.9,51.6,126.5,211.3,693.9,647.5,89.2,21.7,38.2,4.8,4.8,27.2,23.8,0,0,0,10.5,4,5.4
"421",2013,"Festus Ezeli","GS","C",0,78,1215.7,1864,123.1,281.2,72.9,72.9,123.1,281.2,72.9,0,0,0,71.6,134.8,88.4,234.6,286.2,520.8,23.8,27.3,25.6,36.6,38.3,123.1,104.8,261.2,317.8,340.5,77.7,16,7.5,2.9,14.3,39.2,17.9,0,0,0,4.1,6.7,0.5
"422",2013,"David Lee","GS","PF",0,79,4845.1,4837,1001.7,1930.2,86.4,86.4,1001.7,1923.6,86.7,0,11.1,0,424.3,532.5,132.6,362.8,1111.6,1474.3,14.2,40.8,27.9,464.3,111.5,36.6,344.4,409.3,2427.8,2164.5,93.4,33,27.4,3.2,1.6,22.8,38.8,0,93.2,2.8,30.7,18.7,5.9
"423",2013,"O.J. Mayo","DAL","SG",0,82,3608.7,4847,767.1,1707.3,74.7,86.4,530.8,1126.5,78.4,236.3,580.7,67.7,317.8,387.7,136.4,59.9,424.3,484.2,3.9,15.9,15.4,600.7,154.8,38.3,347.8,324.5,2088.3,1877.9,92.5,23.9,32.3,4.5,1.7,26,34.9,0,5.5,0,25.5,5.9,7.3
"424",2013,"Jerryd Bayless","MEM","PG",0,80,2214.8,2935,432.6,1033.3,69.7,79.4,314.5,698.9,74.9,118.1,334.5,58.7,169.7,203,139.1,34.9,256.3,291.2,3.8,17.5,16.2,439.3,98.2,28.3,199.7,279.6,1153.2,1122.7,85.5,21.6,41.4,5.1,2.2,25.1,34.8,0,0,0,14.4,3.6,5.5
"425",2013,"Jared Dudley","PHO","SF",0,79,2536.8,3609,520.8,1113.2,77.9,91,344.4,662.3,86.5,176.4,450.9,65.1,214.7,269.6,132.5,131.5,276.2,407.7,11.2,14.8,10.7,337.8,124.8,13.3,168.1,213,1432.7,1231.8,96.7,25.4,24.8,4.9,0.7,20,28.9,0,2.8,0,18.1,5.2,4.3
"426",2013,"Mike Dunleavy","MIL","SG",0,75,2345.7,3231,459.3,1038.3,73.5,90.7,246.3,540.8,75.7,213,497.5,71.2,174.7,213,136.4,51.6,432.6,484.2,4.6,24.8,13.4,241.3,64.9,58.2,149.8,224.6,1306.2,1132.1,96,23.6,19.2,2.8,3.6,19.4,28.9,0,2.8,0,17.4,6.5,3.2
"427",2013,"Joakim Noah","CHI","C",0,66,3858.2,4037,504.2,1048.3,80,80,504.2,1040,80.7,0,13.8,0,296.2,394.4,125,432.6,787.1,1219.7,20.2,37.7,28.8,436,129.8,234.6,292.9,307.8,1304.6,1221.8,88.9,29.9,29.3,4.8,12.1,32.2,28.8,0,54.9,5.5,19.8,18.5,6.6
"428",2013,"Chandler Parsons","HOU","SF",0,76,3548.1,4589,758.8,1562.5,80.9,94.3,505.9,905.2,93,252.9,657.3,64.1,188,257.9,121.3,131.5,540.8,672.3,9.1,22,13.8,447.6,124.8,53.2,244.6,246.3,1958.5,1676,97.2,26.9,26,3.8,2.4,21.2,30.6,0,13.3,0,25.8,8.8,5.9
"429",2013,"Tyson Chandler","NY","C",0,66,2949.6,3599,424.3,665.6,106.2,106.2,424.3,665.6,106.2,0,0,0,297.9,429.3,115.5,447.6,722.2,1169.8,23.4,40.4,31.6,103.2,69.9,124.8,144.8,312.8,1146.5,854.5,111.7,30.3,12.3,2.9,8.3,24.1,21.7,0,33.3,0,17.4,17.7,1.6
"430",2013,"Monta Ellis","MIL","SG",0,82,4752.7,5118,993.4,2389.5,69.2,74.5,837,1843.7,75.5,156.4,545.8,47.8,480.9,622.3,128.6,74.9,450.9,525.8,4.2,16.3,15.3,825.3,281.2,59.9,422.7,272.9,2624.1,2663.3,82,28.2,45.1,7.8,2.4,22.8,43.9,0,15,0,32,6.4,10.1
"431",2013,"J.J. Barea","MIN","PG",0,74,2400.2,2849,525.8,1261.3,69.4,79.9,364.4,795.4,76.2,161.4,465.9,57.6,174.7,223,130.5,56.6,287.9,344.4,6.1,19.8,11.5,489.2,53.2,0,241.3,218,1387.8,1359.4,84.9,24.2,50.9,2.7,0,25.1,42.1,0,2.8,0,18.8,4.7,6.6
"432",2013,"Al-Farouq Aminu","NO","PF",0,76,2631.6,3438,374.4,788.7,79,79.7,367.7,757.1,80.9,11.1,31.6,35.1,168.1,228,122.6,231.3,742.1,973.4,13.1,43.6,28.1,171.4,153.1,84.9,193,254.6,923.5,889,86.4,22.1,13,6.7,5.7,29.7,24.6,0,16.6,0,12.2,12.8,2.3
"433",2013,"Raymond Felton","NY","PG",0,68,2994.9,3847,627.3,1467.6,71.1,80,472.6,1038.3,75.7,154.8,429.3,59.9,168.1,213,131.3,84.9,238,322.8,6.9,12.4,13.6,619,156.4,23.3,257.9,216.3,1577.5,1561.4,84,24.2,44.9,6,1.4,23.6,37,0,8.3,0,23.2,4.7,9.1
"434",2013,"Bernard James","DAL","PF",0,46,631,760,88.2,171.4,85.7,85.7,88.2,168.1,87.4,0,5.5,0,41.6,68.2,101.5,86.5,131.5,218,21.5,31.4,26.6,16.6,20,63.2,30,106.5,218,201.4,90,25.2,5.3,3.7,10.8,21.5,23.1,0,0,0,4.7,4.7,0.4
"435",2013,"Greg Smith","HOU","PF",0,70,1528.7,1847,282.9,455.9,103.2,103.2,282.9,454.3,103.7,0,2.8,0,134.8,216.3,103.7,184.7,349.4,534.1,19.1,35.3,27.3,41.6,30,66.6,68.2,291.2,700.5,551.1,105.8,28.4,9.8,2.2,7.6,18.3,24.5,0,5.5,0,10,7.6,0.6
"436",2013,"Dwight Howard","LAL","C",0,76,4837.2,4528,782.1,1352.8,96.2,96.2,780.4,1342.8,96.7,2.8,16.6,27.8,590.7,1199.7,81.9,417.7,1154.8,1572.5,10.8,37.2,22.5,179.7,139.8,309.5,374.4,484.2,2156.5,1880.7,95.3,33.5,11.1,3.1,7.6,27.6,37,0,79.9,0,28.4,20.7,2.4
"437",2013,"Josh Smith","ATL","PF",0,76,4674.7,4463,915.2,1966.8,77.4,81.7,813.7,1632.4,82.9,101.5,334.5,50.4,276.2,534.1,86,221.3,842,1063.3,15.9,35.4,22.7,534.1,156.4,226.3,376.1,291.2,2208.1,2201.9,83.5,30.6,34.8,5,10.7,24.3,44.7,0,48.3,0,29.1,14,7
"438",2013,"Corey Brewer","DEN","SF",0,82,2725.6,3331,624,1469.3,70.7,79.2,472.6,958.5,82,151.4,510.8,49.3,247.9,359.4,114.8,91.5,299.5,391,8.7,16.5,11,206.3,196.4,38.3,169.7,256.3,1647.4,1627.5,84.2,25.6,15.8,8.3,2.5,15.7,39.1,0,0,0,20.1,4.8,2.5
"439",2013,"Pablo Prigioni","NY","PG",0,78,1425.4,2102,166.4,366.1,75.7,95.3,78.2,143.1,91,88.2,223,65.9,36.6,41.6,146.4,68.2,169.7,238,10.2,16.3,11,392.7,114.8,5.5,143.1,211.3,457.6,384.4,99,20.9,45.7,8.1,0.4,45.1,19.6,0,0,0,5.9,3.1,5
"440",2013,"Evan Turner","PHI","SG",0,81,3688.3,4767,725.5,1735.6,69.6,74,632.3,1474.3,71.4,93.2,261.2,59.4,256.3,346.1,123.1,93.2,763.8,857,6,31.1,17,584.1,118.1,28.3,309.5,326.1,1800.4,1887.8,79.4,20.3,32.6,3.7,1.3,23.4,35.5,0,23.3,0,22.2,10.6,7.2
"441",2013,"LeBron James","MIA","SF",0,76,6257.5,4787,1273,2253.1,94,100.3,1101.6,1830.4,100.2,171.4,422.7,67.6,670.6,890.2,125.3,161.4,853.6,1015,12.2,34.6,21.7,916.9,214.7,111.5,376.1,183,3387.9,2644.8,106.5,52.1,60.6,6.6,5.3,20.7,50.5,0,59.9,11.1,44.6,13.4,12.1
"442",2013,"J.R. Smith","NY","SG",0,80,3988.6,4455,876.9,2078.3,70.2,80.5,619,1352.8,76.2,257.9,725.5,59.2,394.4,517.5,126.8,106.5,600.7,707.2,7.5,27.1,15.5,362.8,166.4,39.9,223,376.1,2406.1,2306,86.9,28.1,24.1,5.5,2.1,14.7,44.4,0,13.3,0,30.1,8.8,4.5
"443",2013,"Tristan Thompson","CLE","C",0,82,3636.8,4266,649,1329.5,81.2,81.2,649,1324.5,81.5,0,8.3,0,294.5,484.2,101.2,509.2,777.1,1286.3,22,36.8,29,179.7,99.8,118.1,204.7,389.4,1592.4,1542.6,85.9,26.9,11.5,3.4,6.2,19.5,30.5,0,51.6,0,19.4,15.7,2.2
"444",2013,"Shawn Marion","DAL","SF",0,67,3037.6,3345,590.7,1148.2,85.5,88.2,552.4,1026.7,89.5,38.3,121.5,52.4,131.5,168.1,130.1,242.9,630.7,873.6,13.7,34.3,24.2,271.2,123.1,78.2,171.4,184.7,1351.2,1222.1,92,30.7,21.8,5.2,5.1,20.5,31.7,0,23.3,0,20.2,13,4
"445",2013,"Brendan Haywood","CHA","C",0,61,1144,1934,154.8,359.4,71.7,71.7,154.8,357.8,72.1,0,2.8,0,49.9,109.8,75.7,208,274.6,482.6,19.9,27.8,23.8,48.3,26.6,81.5,83.2,208,359.4,407.7,73.4,14.5,10.9,2,9.4,28.2,19.4,0,2.8,0,5.9,7.9,0.8
"446",2013,"Kendrick Perkins","OKC","C",0,78,1994.6,3251,238,520.8,76,76,238,519.2,76.2,0,2.8,0,73.2,119.8,101.7,183,592.4,775.4,11.6,32.4,22.7,184.7,71.6,138.1,181.4,377.7,549.1,573.5,79.7,13.9,13.2,3.1,8.9,40,17.7,0,0,0,7,9.9,2.4
"447",2013,"Anderson Varejao","CLE","C",0,25,1614.4,1498,229.6,480.9,79.5,79.5,229.6,472.6,80.9,0,13.8,0,128.1,169.7,125.6,229.6,371.1,600.7,28.2,50,38.6,139.8,61.6,23.3,73.2,113.2,587.4,555.6,87.9,36.3,25.6,5.9,3.5,19.4,31.3,0,26.6,0,23.5,24,5.6
"448",2013,"Joe Johnson","BKN","SG",0,72,3018.7,4396,740.5,1750.5,70.4,82,494.2,1093.2,75.2,246.3,657.3,62.4,219.6,267.9,136.4,88.2,274.6,362.8,6.5,12.3,13.5,421,81.5,23.3,204.7,164.7,1946.9,1868.4,86.7,22.6,27.8,2.8,1.1,16.4,36.5,0,0,0,27,5,5.8
"449",2013,"Thaddeus Young","PHI","PF",0,75,3765,4331,838.7,1574.1,88.7,88.7,837,1560.8,89.2,2.8,13.3,20.8,174.7,306.2,95,294.5,642.3,936.8,12.5,28.8,20.5,206.3,221.3,91.5,148.1,312.8,1853.7,1708.9,90.2,30.4,13.6,7.5,4.6,13.3,33,0,34.9,0,24.7,12.5,2.8
"450",2013,"Brook Lopez","BKN","C",0,74,3992.6,3749,948.5,1820.4,86.7,86.7,948.5,1818.8,86.9,0,2.8,0,494.2,652.3,126.1,346.1,505.9,852,18,26.7,22.3,116.5,54.9,256.3,218,252.9,2391.2,2107.4,94.3,39.6,10.6,2.2,14.4,15.6,47.9,0,20,0,32.3,11.5,1.6
"451",2013,"Deron Williams","BKN","PG",0,78,4413.6,4729,823.7,1870.3,73.2,85.9,542.5,1126.5,80.2,281.2,743.8,62.9,527.5,614,142.9,48.3,337.8,386,3.3,14.1,13.3,1005.1,124.8,49.9,362.8,322.8,2456.1,2140.5,95.5,32.6,62.4,4,2.2,24.1,40.9,0,34.9,0,31.5,4.9,12.9
"452",2013,"Jarrett Jack","GS","PG",0,79,3255.8,3907,644,1426,75.2,83,507.5,1088.3,77.5,136.4,337.8,67.2,277.9,329.5,140.3,34.9,369.4,404.4,2.8,16.8,15.8,728.8,99.8,18.3,261.2,223,1702.3,1571,90.2,27.2,49.6,3.6,1,23.7,35,0,13.3,0,21.5,5.1,9.2
"453",2013,"Alan Anderson","TOR","SG",0,65,1755.7,2488,392.7,1025,63.7,76.7,234.6,550.8,70.9,158.1,474.2,55.4,209.7,244.6,142.6,56.6,189.7,246.3,7.4,15.3,16.3,171.4,79.9,11.6,133.1,218,1153.2,1132.7,84.7,20.8,19.5,4.7,1,17.5,39.5,0,0,0,17.7,3.8,2.6
"454",2013,"Earl Clark","LAL","PF",0,58,1683.1,2268,282.9,642.3,73.2,81,224.6,469.2,79.7,58.2,173.1,56.1,84.9,123.1,114.6,136.4,404.4,540.8,11.7,26,15.5,108.2,59.9,73.2,103.2,169.7,708.9,696.5,84.7,21.3,12.3,2.7,3.6,21.5,26.2,0,18.3,0,12.2,9.3,1.9
"455",2013,"Darius Morris","LAL","PG",0,48,628,1135,121.5,312.8,64.6,75.2,81.5,203,66.9,39.9,109.8,60.6,39.9,61.6,108,39.9,54.9,94.8,6.8,11.7,9,126.5,34.9,5.5,74.9,96.5,322.8,339.9,78.9,13.9,28,3.1,0.3,30,27.1,0,0,0,6.7,2,2.6
"456",2013,"Al Horford","ATL","PF",0,74,4530.1,4586,958.5,1763.8,90.4,90.7,953.5,1753.9,90.5,8.3,16.6,83.2,223,346.1,107.2,324.5,935.2,1259.6,13.7,38.3,26.1,399.4,129.8,129.8,244.6,271.2,2144.9,1916.1,93.2,33.9,25.5,4.1,6,18.8,36.5,0,71.6,0,29,17,5.4
"457",2013,"Kyle Korver","ATL","SG",0,74,2536.9,3757,460.9,1000.1,76.7,103,146.4,311.2,78.4,314.5,688.9,76,111.5,129.8,142.9,38.3,449.3,487.6,3.3,22.4,12.3,242.9,116.5,61.6,116.5,282.9,1347.8,1057.2,106,23.8,16.4,4.5,3.5,16.5,24.2,0,0,0,18.2,6.6,3.3
"458",2013,"Jeff Teague","ATL","PG",0,80,3844.7,4373,730.5,1620.7,75,82.7,582.4,1208.1,80.2,148.1,412.7,59.7,331.1,376.1,146.6,41.6,257.9,299.5,3,11.1,10.8,963.5,194.7,46.6,382.7,301.2,1940.2,1786.2,90.4,28.7,60.1,6.4,2.2,29.4,38.4,0,25,0,24.3,3.7,12
"459",2013,"John Jenkins","ATL","SG",0,61,956.5,1499,218,489.2,74.2,89.4,129.8,259.6,83.2,88.2,229.6,63.9,98.2,116.5,140.3,28.3,128.1,156.4,6.1,16,16.5,93.2,20,16.6,66.6,61.6,622.3,540.5,95.7,22.4,16.4,1.9,2.3,18.2,31.3,0,0,0,10.2,2.6,1.5
"460",2013,"Thabo Sefolosha","OKC","SF",0,81,2347.7,3707,372.7,775.4,80,99.3,193,346.1,92.9,179.7,429.3,69.7,94.8,114.8,137.4,96.5,431,527.5,8.9,20.7,13.6,208,171.4,73.2,106.5,294.5,1020,825.9,102.7,21.6,13.6,6.6,4.2,19,19.1,0,0,0,12.6,6.5,2.6
"461",2013,"LaMarcus Aldridge","POR","PF",0,74,4684.2,4643,1061.6,2193.2,80.5,80.7,1058.3,2169.9,81.2,5.5,23.3,23.8,469.2,579.1,134.8,291.2,823.7,1114.9,12,34.7,23.2,319.5,103.2,151.4,238,311.2,2595.8,2447.9,88.2,33.9,21.6,3.2,6.8,14.7,44.3,0,63.2,0,35.1,15.1,4.3
"462",2013,"Robin Lopez","NO","C",0,82,2977.6,3553,639,1196.4,88.9,88.9,639,1196.4,88.9,0,0,0,267.9,344.4,129.5,376.1,392.7,768.8,20.6,22.3,21.4,106.5,53.2,213,183,277.9,1545.9,1348,95.3,30.4,14.6,2.2,13.8,19.9,33.6,0,15,0,18.9,9.4,1.3
"463",2013,"Meyers Leonard","POR","C",0,69,1300.4,2007,251.3,460.9,90.7,91.4,246.3,449.3,91.2,8.3,11.6,71.4,119.8,148.1,134.6,133.1,291.2,424.3,12.7,28.4,20.5,54.9,18.3,63.2,81.5,279.6,627.3,526.1,99.3,20.2,12,1.3,6.6,22.3,23.2,0,2.8,0,9.1,6.1,0.8
"464",2013,"Chris Kaman","DAL","C",0,66,2119.8,2266,520.8,1026.7,84.4,84.4,520.8,1025,84.5,0,2.8,0,111.5,141.4,131.1,161.4,457.6,619,13.4,36.7,25.3,84.9,49.9,84.9,173.1,234.6,1153.2,1088.9,88,28,11,3.1,8.1,22.8,42.3,0,8.3,0,17.5,9.4,1.3
"465",2013,"Steve Blake","LAL","PG",0,45,1269.5,1954,189.7,449.3,70.2,92.5,69.9,164.7,70.6,119.8,284.5,70.1,44.9,58.2,128.3,34.9,184.7,219.6,3.5,13.8,12.1,287.9,56.6,16.6,103.2,138.1,544.1,474.9,95.3,20.2,36.5,2.9,0.6,29.7,22,0,0,0,12.1,4.9,6.4
"466",2013,"Alonzo Gee","CLE","SF",0,82,2605,4227,507.5,1238,68.2,76,392.7,873.6,74.9,114.8,364.4,52.4,271.2,341.1,132.3,124.8,407.7,532.5,9,19.5,12.1,221.3,178,48.3,219.6,331.1,1401.1,1388.1,84,17.6,13.6,6.1,2.5,22.7,28.4,0,5.5,0,17.1,6.5,2.7
"467",2013,"Arron Afflalo","ORL","SG",0,64,2690.4,3837,660.6,1505.9,73,79.5,540.8,1106.6,81.4,119.8,399.4,49.9,317.8,371.1,142.6,48.3,349.4,397.7,3.9,17.1,16.2,342.8,66.6,18.3,229.6,228,1758.8,1669.2,87.7,21.9,24.4,2.5,1,20.1,37.6,0,0,0,27.5,6.2,5.4
"468",2013,"Wesley Matthews","POR","SG",0,69,2694.3,3997,585.7,1344.5,72.6,89.9,304.5,637.3,79.5,281.2,707.2,66.2,247.9,311.2,132.6,58.2,259.6,317.8,4.6,12.7,12.8,289.5,149.8,30,181.4,286.2,1700.6,1481.4,95.5,23.4,19.7,5.5,1.6,18.1,31.9,0,2.8,0,24.6,4.6,4.2
"469",2013,"Zach Randolph","MEM","PF",0,76,3976.6,4338,783.7,1703.9,76.5,76.7,780.4,1665.7,78,5.5,38.3,14.5,374.4,499.2,124.8,515.8,905.2,1421.1,22.9,41.8,32.2,179.7,101.5,51.6,249.6,299.5,1945.2,1923.6,84.2,28.8,12.1,3.5,2.7,19.1,38.7,0,74.9,0,25.6,18.7,2.4
"470",2013,"Jeff Green","BOS","SF",0,81,2871.4,3746,625.7,1341.2,77.7,84.9,509.2,1038.3,81.5,116.5,302.8,64.1,356.1,441,134.5,91.5,437.6,529.2,8.2,22.3,13.9,213,93.2,113.2,219.6,291.2,1723.9,1535.2,93.5,25.2,16,3.6,6.6,20.8,37.1,0,2.8,0,21.3,6.5,2.6
"471",2013,"Tony Allen","MEM","SG",0,79,2528.6,3509,472.6,1061.6,74,74.5,467.6,1021.7,76.2,8.3,39.9,20.8,223,311.2,119.3,201.3,402.7,604,11,23,16.9,163.1,198,73.2,156.4,351.1,1173.1,1198.5,81.4,21.3,12.6,8.5,4.7,19.2,29.8,0,5.5,0,14.8,7.6,2.1
"472",2013,"Vince Carter","DAL","SG",0,81,3181.2,3481,619,1422.7,72.4,88.2,349.4,758.8,76.7,269.6,663.9,67.6,302.8,371.1,135.8,96.5,459.3,555.8,8.7,24,14.8,322.8,124.8,73.2,176.4,376.1,1810.4,1586,95,30.5,24.9,5.1,4.5,16.6,38.5,0,2.8,0,22.4,6.9,4
"473",2013,"Kosta Koufos","DEN","C",0,81,2681.4,3023,490.9,845.3,96.7,96.7,490.9,843.6,96.8,0,2.8,0,96.5,173.1,92.9,351.1,584.1,935.2,22.3,35.5,29,53.2,73.2,171.4,88.2,409.3,1078.3,921.5,97.3,29.9,7.2,3.4,12.3,14.5,24.2,0,16.6,0,13.3,11.5,0.7
"474",2013,"Tim Duncan","SA","C",0,69,4401.6,3458,815.4,1624.1,83.5,83.7,812,1612.4,83.9,5.5,11.6,47.6,407.7,499.2,135.9,206.3,935.2,1141.5,12.2,49.2,31.7,306.2,83.2,304.5,244.6,194.7,2041.7,1843.7,92.2,42.4,25.8,3.4,10.6,19.5,46.5,0,59.9,0,29.6,16.5,4.4
"475",2013,"Tiago Splitter","SA","C",0,81,3003.5,3323,524.2,936.8,93.2,93.2,524.2,933.5,93.4,0,5.5,0,346.1,474.2,121.5,239.6,617.3,857,14.7,33.8,24.8,216.3,104.8,106.5,166.4,267.9,1394.4,1145.5,101.3,32.4,16.7,4.5,6.4,21.1,30.4,0,18.3,0,17.2,10.6,2.7
"476",2013,"Tony Parker","SA","PG",0,66,3789.1,3616,863.6,1655.7,86.9,88.9,823.7,1542.5,88.9,39.9,113.2,58.7,464.3,549.1,140.6,30,299.5,329.5,2.8,15.1,14.6,830.3,89.9,16.6,282.9,153.1,2231.4,1897.3,97.8,40,67.2,3.5,0.5,21.6,46.4,0,28.3,2.8,33.8,5,12.6
"477",2013,"Danny Green","SA","SG",0,80,2563.1,3661,494.2,1103.2,74.5,96.8,199.7,416,79.9,294.5,687.2,71.4,111.5,131.5,141.1,59.9,346.1,406,5.5,17.2,10.7,234.6,153.1,89.9,156.4,206.3,1394.4,1161.1,99.8,24.5,15.8,5.9,4.9,19.8,27.7,0,0,0,17.4,5.1,2.9
"478",2013,"Jeff Ayres","IND","PF",0,37,508,614,101.5,209.7,80.5,81.9,98.2,203,80.5,5.5,11.1,83.2,34.9,38.3,151.9,48.3,124.8,173.1,14.9,37,26.1,25,16.6,20,38.3,73.2,241.3,226.5,88.7,23.9,12,2.4,6.6,24,32.9,0,2.8,0,6.5,4.7,0.7
"479",2013,"Blake Griffin","LAC","PF",0,79,4602.8,4280,956.8,1768.8,90,90.5,948.5,1723.9,91.5,13.8,44.9,30.8,462.6,702.2,109.7,302.8,783.7,1086.6,13.8,26.7,16.5,487.6,159.7,83.2,302.8,379.4,2384.5,2077.8,95.5,37.7,34.8,3.8,2.2,21.2,41.4,0,46.6,2.8,30.2,13.8,6.2
"480",2013,"Matt Barnes","LAC","SF",0,79,2718.8,3386,514.2,1114.9,76.7,90.4,329.5,577.4,95,184.7,537.5,57.2,144.8,194.7,123.8,184.7,417.7,602.4,10.6,18,11.5,204.7,134.8,103.2,144.8,387.7,1357.8,1200.5,94,26.2,16.3,4,3.4,17.9,29.5,0,2.8,0,17.2,7.6,2.6
"481",2013,"Jamal Crawford","LAC","SG",0,75,2860.7,3664,733.8,1675.6,72.9,85,487.6,1025,79.2,246.3,650.6,63.1,354.4,407.7,144.6,36.6,173.1,209.7,1.9,11.5,6.2,316.2,131.5,21.6,239.6,114.8,2068.4,1855,92.7,28.3,25.3,3.6,0.6,19,42.5,0,0,0,27.6,2.8,4.2
"482",2013,"Spencer Hawes","PHI","PF",0,81,3307.4,3662,617.3,1327.9,77.4,80.5,567.4,1188.1,79.5,49.9,139.8,59.4,194.7,251.3,129,286.2,683.9,970.1,14.4,36.2,25.1,292.9,36.6,181.4,211.3,382.7,1479.3,1438.4,85.5,26.5,21.9,1.5,10.8,21.3,34.7,0,31.6,0,18.3,12,3.6
"483",2013,"Dahntay Jones","ATL","SG",0,78,787.4,1691,136.4,369.4,61.4,65.9,118.1,287.9,68.2,18.3,81.5,37.3,144.8,188,128.1,39.9,128.1,168.1,7.4,13.8,15.3,79.9,36.6,16.6,63.2,198,436,452.1,80.4,11,11,3.1,1.3,20.4,23.2,0,0,0,5.6,2.2,1
"484",2013,"Ekpe Udoh","MIL","C",0,76,1487.1,2183,194.7,447.6,72.4,72.4,194.7,446,72.7,0,2.8,0,148.1,198,124.5,188,229.6,417.7,14.8,19.5,17.1,71.6,64.9,141.4,71.6,231.3,537.5,534.7,83.5,20.7,13,4.2,13.1,19.6,20.2,0,2.8,0,7.1,5.5,0.9
"485",2013,"Jordan Hamilton","DEN","SG",0,40,638.1,659,139.8,334.5,69.6,81.2,94.8,213,74,44.9,121.5,61.6,21.6,43.3,83.2,53.2,104.8,158.1,15.5,29.2,22.5,38.3,25,13.3,31.6,39.9,346.1,353.5,81.4,29.5,15.4,5.3,4.4,13.6,42.3,0,0,0,8.7,4,1
