"","combine_year","POS","HEIGHT","WEIGHT","BMI","BODY.FAT","STANDING.REACH","WINGSPAN","HAND.LENGTH","HAND.WIDTH","STANDING.VERTICAL","MAX.VERTICAL","LANE.AGILITY","SHUTTLE.RUN","THREE.QUARTER.SPRINT","BENCH.PRESS","WINGSPAN.HEIGHT.RATIO","STANDING.TOUCH","MAX.TOUCH","Name"
"509",2014,"PF",79,262.8,29.6,8.2,103.5,85.25,9.75,10.5,31,36,11.92,3.2,3.26,NA,1.079,134.5,139.5,"Jarnell Stokes"
"510",2014,"PG",74.25,187,23.85,6.4,96,76,8.25,9,29,32.5,11.48,3.02,3.48,NA,1.024,125,128.5,"Xavier Thames"
"511",2014,"PF",80,247.1,27.14,7.3,108,88.25,9.75,11.8,31,37,11.45,3.29,3.28,NA,1.103,139,145,"Noah Vonleh"
"512",2014,"SF",79,220.2,24.8,8,104,82.25,8.75,9,27,35.5,11.1,3.04,3.26,NA,1.041,131,139.5,"T.J. Warren"
"513",2014,"SG",75.5,201,24.79,6.5,100.5,81.75,8.75,9,31,37.5,11.3,2.92,3.22,NA,1.083,131.5,138,"C.J. Wilcox"
"514",2014,"PG",74.25,183,23.34,7.2,99,77.5,8,7.8,27,33,10.83,2.85,NA,NA,1.044,126,132,"Kendall Williams"
"515",2014,"SG",77.25,213.3,25.13,5.1,104,84,9,9.5,28,35.5,NA,NA,NA,NA,1.087,132,139.5,"James Young"
"516",2014,"PF",80.5,246.8,26.77,5.5,103.5,85.75,9.25,9.5,32,37.5,11.18,3.06,3.43,NA,1.065,135.5,141,"Patric Young"
"517",2013,"C",82.75,254.5,26.13,6.7,109.5,88.5,9.5,11,28.5,33,11.85,3.02,3.4,16,1.069,138,142.5,"Steven Adams"
"518",2013,"SG",75.5,197.4,24.34,4.6,100.5,78,8.5,9.5,28,37.5,10.4,2.7,3.14,4,1.033,128.5,138,"Vander Blue"
"519",2013,"PG",76,189.2,23.03,4,100,79,8.25,8.5,28,34,11.78,3.24,3.4,8,1.039,128,134,"Lorenzo Brown"
"520",2013,"SG/SF",77.75,199.8,23.24,7,102,80.75,8.5,9,31,36.5,11.33,3.3,3.31,11,1.039,133,138.5,"Reggie Bullock"
"521",2013,"PG",71.75,187,25.54,6.9,97.5,77.5,8.25,8.8,29.5,36.5,11.2,3.01,3.16,3,1.08,127,134,"Trey Burke"
"522",2013,"SG",76.5,203.6,24.46,6.5,100.5,80,8.5,9,29,34.5,10.6,3.2,3.12,7,1.046,129.5,135,"Kentavious Caldwell-Pope"
"523",2013,"PG",71,188.4,26.27,5.9,94.5,76.5,8.25,9.5,33,40.5,10.98,2.89,3.22,16,1.077,127.5,135,"Isaiah Canaan"
"524",2013,"PF",79.5,241.2,26.83,5.8,107,85.5,9,10.3,30,32,11.83,3.07,3.35,13,1.075,137,139,"Jackie Carmichael"
"525",2013,"PG",76.75,184.4,22.01,4.4,101,79.25,7.5,8.5,31.5,41,10.68,3.7,3.22,8,1.033,132.5,142,"Michael Carter-Williams"
"526",2013,"SG/SF",77.75,210.4,24.47,6.9,105,84.25,9.25,10.3,28,34.5,11.68,3.12,3.38,3,1.084,133,139.5,"Will Clyburn"
"527",2013,"SF/PF",78.25,208.6,23.95,4.7,106,85.75,9,8.5,29.5,36,11.69,3.1,3.34,9,1.096,135.5,142,"Robert Covington"
"528",2013,"SG",77.25,197.4,23.25,4.7,103.5,83.25,8.25,8.5,30.5,36,10.67,3.1,3.32,10,1.078,134,139.5,"Allen Crabbe"
"529",2013,"SG",73,179.2,23.64,9.6,97.5,76,8,8.3,NA,NA,NA,NA,NA,NA,1.041,NA,NA,"Seth Curry"
"530",2013,"PF",80.5,241.8,26.23,8.6,108.5,85.5,9,11,26,31.5,11.22,3.14,3.5,7,1.062,134.5,140,"Brandon Davies"
"531",2013,"C",82,238.8,24.97,8.4,109,88,9,11,28,32.5,12.75,3.26,3.4,8,1.073,137,141.5,"Dewayne Dedmon"
"532",2013,"C",81.75,229.6,24.15,5.4,111.5,87.5,9,10,NA,NA,NA,NA,NA,NA,1.07,NA,NA,"Gorgui Dieng"
"533",2013,"SF",77.75,200.8,23.35,4.5,104.5,83.5,8.5,8.8,29.5,36.5,11.55,3.06,3.4,7,1.074,134,141,"James Ennis"
"534",2013,"SG/SF",76.75,202.6,24.18,3.3,103.5,81.25,8.5,9.5,32,38.5,11.16,3.09,3.25,15,1.059,135.5,142,"Carrick Felix"
"535",2013,"SG/SF",76,190.8,23.22,8.3,103.5,83.25,8.5,8.3,NA,NA,NA,NA,NA,NA,1.095,NA,NA,"Jamaal Franklin"
"536",2013,"C",84.5,237.6,23.39,4.4,115,92.5,9.75,10,25,29,12.85,3.19,3.57,7,1.095,140,144,"Rudy Gobert"
"537",2013,"SG",75.75,189,23.16,4.6,102,81.5,8.5,9,30,36,10.75,3.41,3.27,1,1.076,132,138,"Archie Goodwin"
"538",2013,"PG",73.5,178.2,23.19,4.4,98,77.75,8.5,9,NA,NA,NA,NA,NA,5,1.058,NA,NA,"Erick Green"
"539",2013,"SG",76.5,199.4,23.95,6.1,101,79,8,9.3,31.5,37.5,10.68,2.93,3.25,16,1.033,132.5,138.5,"Tim Hardaway Jr."
"540",2013,"SF",77.5,226,26.45,7.6,103,81,9,10.5,29.5,37.5,10.77,2.91,3.19,14,1.045,132.5,140.5,"Solomon Hill"
"541",2013,"PF",78.25,249.6,28.66,8.8,105.5,82.25,8.75,9.5,NA,NA,NA,NA,NA,NA,1.051,NA,NA,"Richard Howell"
"542",2013,"C",82.5,262.8,27.14,9.6,110,86,9.25,9.5,26.5,30,11.52,3.04,3.52,12,1.042,136.5,140,"Colton Iverson"
"543",2013,"PG",69.5,176,25.62,4.5,90,70,7.5,8.3,NA,NA,NA,NA,NA,NA,1.007,NA,NA,"Pierre Jackson"
"544",2013,"PF",80.75,232,25.01,10.1,109,86,8.5,9.3,28.5,34,11.85,3.23,3.51,2,1.065,137.5,143,"Grant Jerrett"
"545",2013,"PG",73.25,180.4,23.64,6,98,78.25,8.25,9,27.5,33.5,10.64,2.86,3.44,2,1.068,125.5,131.5,"Myck Kabongo"
"546",2013,"PF/C",80.75,241.6,26.05,7.5,106.5,87,9,10.3,34,38,11.47,2.88,3.44,9,1.077,140.5,144.5,"Kenny Kadji"
"547",2013,"PF",81.75,228,23.98,14.8,110,83.5,9,10,NA,NA,NA,NA,NA,NA,1.021,NA,NA,"Ryan Kelly"
"548",2013,"PG",70.25,170.8,24.33,3.8,89.5,70.75,7.5,8.8,34.5,44,10.64,3.03,3.08,12,1.007,124,133.5,"Shane Larkin"
"549",2013,"SG",76.75,197.2,23.53,10.3,102.5,79.25,8.5,9.3,27,33.5,10.72,3.16,3.32,4,1.033,129.5,136,"Ricky Ledo"
"550",2013,"C",NA,NA,NA,6.4,NA,87.5,9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alex Len"
"551",2013,"SF/PF",79.5,209.2,23.27,8,104.5,86.25,8.75,9,32.5,40.5,10.19,2.79,3.1,NA,1.085,137,145,"CJ Leslie"
"552",2013,"PF",78.75,235.8,26.73,5.9,106.5,88,9.5,11.5,30,36.5,12.01,2.97,3.32,21,1.117,136.5,143,"Trevor Mbakwe"
"553",2013,"PG",72.25,191.4,25.78,7.3,96.5,75.25,8,8.8,30.5,40,10.82,3.08,3.25,5,1.042,127,136.5,"Ray McCallum"
"554",2013,"PG/SG",74.25,197,25.12,8.6,96.5,78.25,8,9.5,32,38.5,11.02,2.91,3.32,13,1.054,128.5,135,"CJ McCollum"
"555",2013,"SG",75.5,189.2,23.33,5,100.5,79.75,8.75,9.5,32.5,42,11.87,3.11,3.27,6,1.056,133,142.5,"Ben McLemore"
"556",2013,"SF/PF",79.5,236.4,26.29,5.6,106.5,86.5,9,10,33.5,38,11.82,3.25,3.52,13,1.088,140,144.5,"Tony Mitchell"
"557",2013,"SG/SF",76.75,221.8,26.47,9,104.5,83,9,10,29.5,37,10.99,2.93,3.32,10,1.081,134,141.5,"Shabazz Muhammad"
"558",2013,"PF",80.75,239.8,25.85,8,108,82.5,8.75,9.8,24.5,29.5,12.19,2.96,3.57,13,1.022,132.5,137.5,"Erik Murphy"
"559",2013,"PF/C",82.25,230.2,23.92,6.8,108,85,8.5,9,28,33.5,11.76,2.99,3.44,5,1.033,136,141.5,"Mike Muscala"
"560",2013,"C",82,206.4,21.58,4.2,110,87.75,9.5,10,NA,NA,NA,NA,NA,NA,1.07,NA,NA,"Nerlens Noel"
"561",2013,"SG",75.25,213.2,26.47,6.6,100.5,81.25,8.75,9.3,33,42,10.69,3.14,3.25,15,1.08,133.5,142.5,"Victor Oladipo"
"562",2013,"PF/C",82.75,234,24.02,6.7,108,81.75,8.5,10,24.5,29.5,11.42,2.99,3.59,5,0.988,132.5,137.5,"Kelly Olynyk"
"563",2013,"SG",74.75,201,25.29,5.3,98,82.25,8.5,9.5,33.5,39.5,11.16,2.9,3.37,15,1.1,131.5,137.5,"Brandon Paul"
"564",2013,"PF/C",81.5,207.2,21.93,5.2,109,86.5,8.75,9.5,31,34.5,11.49,3.2,3.32,0,1.061,140,143.5,"Norvel Pelle"
"565",2013,"PF/C",83.25,238.2,24.16,6.2,108,83,9.75,9.5,30.5,36,10.89,2.76,3.29,14,0.997,138.5,144,"Mason Plumlee"
"566",2013,"SF",79.5,197.6,21.98,6.7,105.5,85.5,8.75,9.3,27,36,11.25,3.06,3.4,9,1.075,132.5,141.5,"Otto Porter"
"567",2013,"PG",69.5,177,25.76,4.7,92,74.25,7.75,9.8,33,38.5,10.86,3.02,3.13,7,1.068,125,130.5,"Phil Pressey"
"568",2013,"SG/SF",76.5,210.8,25.32,8.5,101.5,81.25,8.5,9,33,40.5,10.99,3.08,3.25,10,1.062,134.5,142,"Glen Rice"
"569",2013,"SF/PF",78.25,205.8,23.63,7.1,104.5,83,8.75,9.5,30,36.5,11.36,3.02,3.34,10,1.061,134.5,141,"Andre Roberson"
"570",2013,"PG",73,164.8,21.74,4.1,98,79.75,8.75,10.5,30,34,11.09,2.86,3.21,1,1.092,128,132,"Dennis Schroder"
"571",2013,"PG",71.5,180.6,24.83,6.1,93,75,8,9.8,33.5,41.5,10.59,2.93,3.16,15,1.049,126.5,134.5,"Peyton Siva"
"572",2013,"SG/SF",78,198.2,22.9,4.9,105.5,83.5,9,9.5,30,36.5,11.36,2.84,3.25,7,1.071,135.5,142,"Tony Snell"
"573",2013,"SF/PF",79,220.6,24.85,8.1,106,85,8,9.5,29,32,10.9,3.03,3.38,5,1.076,135,138,"James Southerland"
"574",2013,"SF",76.75,231.8,27.66,7.5,99,85,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13,1.107,133.5,139.5,"Adonis Thomas"
"575",2013,"SF",77,219.8,26.06,9.1,104,82,8,8.8,28.5,32,12.94,3.38,3.53,5,1.065,132.5,136,"Deshaun Thomas"
"576",2013,"C",82.75,221.8,22.77,8.7,110.5,86,9,9.8,26.5,29,12.49,3.29,3.47,10,1.039,137,139.5,"Jeff Withey"
"577",2013,"PG",75.5,196.4,24.22,5.5,98,75.75,8.25,8.8,NA,NA,NA,NA,NA,8,1.003,NA,NA,"Nate Wolters"
"578",2013,"PG/SG",74.25,178.8,22.8,4.7,99,80.25,8.5,9.5,NA,NA,NA,NA,NA,NA,1.081,NA,NA,"BJ Young"
"579",2013,"PF/C",82.75,230,23.61,4.8,106,82.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17,1,141.5,143.5,"Cody Zeller"
"580",2012,"PF",78.5,223.8,25.53,7.1,106.5,86.75,9.5,11,32,37,10.48,NA,3.28,13,1.105,138.5,143.5,"Quincy Acy"
"581",2012,"SG/SF",79,227.8,25.66,9.6,101.5,83.25,9,8.5,38,39.5,10.93,NA,3.16,15,1.054,139.5,141,"Harrison Barnes"
"582",2012,"SG/SF",77,174.4,20.68,4.1,102.5,81.75,9,9.5,30,34,12.5,NA,3.6,0,1.062,132.5,136.5,"Will Barton"
"583",2012,"SG",75.25,201.8,25.05,6,100,80,8.5,9,33,39,10.95,NA,3.28,8,1.063,133,139,"Bradley Beal"
"584",2012,"PG",73,202.4,26.7,12.5,96,77.25,7.75,8.3,26,29.5,11.68,NA,3.47,3,1.058,122,125.5,"J'Covan Brown"
"585",2012,"SG/SF",76,214.6,26.12,11.3,102,81.5,8.75,10,27.5,32.5,11.4,NA,3.43,8,1.072,129.5,134.5,"William Buford"
"586",2012,"SF",76.75,241.2,28.79,9,99.5,81.25,9.5,10.5,31,34.5,11.45,NA,3.37,20,1.059,130.5,134,"Jae Crowder"
"587",2012,"PG/SG",75.5,187.6,23.14,3.6,98,78.5,8.25,9,NA,NA,NA,NA,NA,4,1.04,NA,NA,"Jared Cunningham"
"588",2012,"PF/C",81.25,221.8,23.62,7.9,108,89.5,9,8.5,NA,NA,NA,NA,NA,NA,1.102,NA,NA,"Anthony Davis"
"589",2012,"SG",74.25,188.2,24,6.6,94.5,77,8.25,9.8,33.5,40,10.82,NA,3.19,8,1.037,128,134.5,"Marcus Denmon"
"590",2012,"C",81.75,278.6,29.31,7.5,109.5,90.25,9.5,9.5,31.5,33.5,10.83,NA,3.39,10,1.104,141,143,"Andre Drummond"
"591",2012,"SG",76.5,192,23.06,4.3,98,78.5,8.5,8.8,29,36.5,10.59,NA,3.33,NA,1.026,127,134.5,"Kim English"
"592",2012,"PF/C",81.75,264.2,27.79,5.5,108,89.75,9,10.8,34,33.5,12.35,NA,3.29,18,1.098,142,141.5,"Festus Ezeli"
"593",2012,"PF",80,239,26.25,9.1,103.5,83.5,8.5,9.8,29,34,11.35,NA,3.49,10,1.044,132.5,137.5,"Drew Gordon"
"594",2012,"SF/PF",77.75,235.6,27.4,11.3,105,85.25,9,9.5,28,33,11.01,NA,3.4,9,1.096,133,138,"Draymond Green"
"595",2012,"PF",80,217.4,23.88,9.8,106.5,86.25,9.25,9.3,29.5,32.5,10.63,NA,3.38,19,1.078,136,139,"JaMychal Green"
"596",2012,"SF",79.25,206.6,23.13,5.3,102.5,84,9.25,10.3,32.5,37,10.87,NA,3.25,5,1.06,135,139.5,"Maurice Harkless"
"597",2012,"PF",81,216,23.14,8.6,112,89,9.25,10,25.5,30,NA,NA,NA,5,1.099,137.5,142,"John Henson"
"598",2012,"PG",70.5,186.8,26.42,8.5,94.5,77.5,8.75,10,28,35,11,NA,3.42,12,1.099,122.5,129.5,"Tu Holloway"
"599",2012,"SF",79.25,218,24.4,9.4,102,80.5,8.5,9.5,27.5,30,11.56,NA,3.41,13,1.016,129.5,132,"Robbie Hummel"
"600",2012,"PF",80.75,229.8,24.78,5,108.5,87,9,9.3,30,32.5,11.84,NA,3.4,6,1.077,138.5,141,"Bernard James"
"601",2012,"SG",75.25,212,26.32,7.1,98,80.5,9,9,30.5,36.5,11.36,NA,3.37,10,1.07,128.5,134.5,"John Jenkins"
"602",2012,"SG",73.5,212,27.59,7,96,79,8.75,8.8,33.5,41.5,10.76,NA,3.21,17,1.075,129.5,137.5,"Darius Johnson-Odom"
"603",2012,"SG",75.75,223.8,27.42,7,99,83.25,9,9.5,32,39.5,10.98,NA,3.25,13,1.099,131,138.5,"Orlando Johnson"
"604",2012,"PF",78.25,251.2,28.84,11.2,105,85.5,9,7.8,27.5,32.5,11.94,NA,3.6,17,1.093,132.5,137.5,"Kevin Jones"
"605",2012,"SF/PF",82.25,233.8,24.3,4.6,107,85.75,9.25,9.5,33,38.5,11.31,NA,3.19,11,1.043,140,145.5,"Perry Jones"
"606",2012,"SF/PF",80.25,252,27.51,7.7,107,86.25,9,10,29.5,34.5,11.57,NA,3.4,12,1.075,136.5,141.5,"Terrence Jones"
"607",2012,"SG",78,215,24.84,8.6,104,83,9,9,28.5,35,NA,NA,3.46,6,1.064,132.5,139,"Kris Joseph"
"608",2012,"SF",77.75,232.8,27.07,7,104.5,84,9,10.3,32,35.5,11.77,NA,3.18,6,1.08,136.5,140,"Michael Kidd-Gilchrist"
"609",2012,"PG/SG",75.25,199.4,24.76,6.7,98.5,78.75,8.5,8.8,29,33.5,11.12,NA,3.41,2,1.047,127.5,132,"Doron Lamb"
"610",2012,"SG",76,179.2,21.81,4.5,102,83,8.75,9.3,31.5,38,10.98,NA,3.25,5,1.092,133.5,140,"Jeremy Lamb"
"611",2012,"C",83.75,249.8,25.04,5.7,108,87,9.25,11,30,32.5,11.34,NA,3.41,19,1.039,138,140.5,"Meyers Leonard"
"612",2012,"PG",73.75,188.8,24.4,5.9,95.5,79.75,8.75,9.8,34.5,39.5,11.15,NA,3.34,13,1.081,130,135,"Damian Lillard"
"613",2012,"PG",73,205.8,27.15,5.8,94.5,76,8.5,9.5,27,32.5,11.26,NA,3.3,17,1.041,121.5,127,"Scott Machado"
"614",2012,"PG",75.25,198.4,24.63,7.8,96,77.5,8.5,9,31,37,12.03,NA,3.23,NA,1.03,127,133,"Kendall Marshall"
"615",2012,"C",82.75,255,26.18,9.2,110,86.5,9,10,29.5,31,12.14,NA,3.44,9,1.045,139.5,141,"Fab Melo"
"616",2012,"SF",78.75,216.2,24.51,7.8,103,82.75,9,9,28,31,11.45,NA,3.47,4,1.051,131,134,"Khris Middleton"
"617",2012,"SG/SF",78,233.4,26.97,7.5,101,81,8.5,8.8,33,37,11.34,NA,3.31,14,1.038,134,138,"Darius Miller"
"618",2012,"SF",80.75,218.7,23.58,7.8,105,85.25,9.25,10.3,30.5,36,11.05,NA,3.48,8,1.056,135.5,141,"Quincy Miller"
"619",2012,"PF",81.5,232.8,24.64,7.7,106.5,86.25,9.25,9.3,33.5,37.5,11.32,NA,3.22,10,1.058,140,144,"Arnett Moultrie"
"620",2012,"SG",77,194,23,5.8,99,78.75,8.5,8.5,31,36.5,10.97,NA,3.42,11,1.023,130,135.5,"Kevin Murphy"
"621",2012,"PF",80.5,234,25.39,7.6,107,88,10,10.8,28.5,30.5,11.89,NA,3.67,10,1.093,135.5,137.5,"Andrew Nicholson"
"622",2012,"PF",80.5,240.8,26.12,8,106.5,88.75,9.5,10,31.5,31.5,11.65,NA,3.53,NA,1.102,138,138,"Kyle O'Quinn"
"623",2012,"PF/C",82.5,252.4,26.07,11.4,105.5,84.75,9.25,9,34,40.5,10.64,NA,3.36,15,1.027,139.5,146,"Miles Plumlee"
"624",2012,"PG/SG",75.5,202.8,25.01,6.2,96.5,79.25,8.5,10,32.5,37.5,11.54,NA,3.32,1,1.05,129,134,"Austin Rivers"
"625",2012,"PF",79.75,244.2,26.99,5,106,87.25,9.75,10.5,28.5,35.5,11.96,NA,3.17,15,1.094,134.5,141.5,"Thomas Robinson"
"626",2012,"SG/SF",78,196.6,22.72,3.2,100.5,79.25,8.75,10.3,31,37.5,11.78,NA,3.28,2,1.016,131.5,138,"Terrence Ross"
"627",2012,"PG/SG",78.5,200.6,22.88,5.2,100,79.25,8.5,9.5,NA,NA,NA,NA,NA,NA,1.01,NA,NA,"Tomas Satoransky"
"628",2012,"PF",79.25,240.8,26.95,10.6,104,82.75,8.5,9,27,32.5,11.59,NA,3.44,14,1.044,131,136.5,"Mike Scott"
"629",2012,"PF/C",82,241.2,25.22,7.7,108,88,9.25,10,26.5,29.5,12.33,NA,3.44,7,1.073,134.5,137.5,"Henry Sims"
"630",2012,"PF",79.75,268.2,29.65,10.7,105.5,85.25,9.25,9.8,29.5,31,12.77,NA,3.81,9,1.069,135,136.5,"Jared Sullinger"
"631",2012,"SG/SF",78,212.8,24.59,4.2,101.5,78.25,8.25,9.8,33.5,40,10.87,NA,3.29,15,1.003,135,141.5,"Jeff Taylor"
"632",2012,"PG",73,192.8,25.43,5.5,92.5,75,8.25,9.5,33,36.5,10.57,NA,3.19,14,1.027,125.5,129,"Jordan Taylor"
"633",2012,"PG",74.75,177,22.27,4.2,97.5,78.25,8.75,8.8,32,36.5,11.48,NA,3.2,0,1.047,129.5,134,"Tyshawn Taylor"
"634",2012,"PG",73,179.8,23.72,6.3,96.5,79.25,8.25,7.8,32.5,40.5,10.65,NA,3.19,8,1.086,129,137,"Marquis Teague"
"635",2012,"SF",78.75,206,23.35,6,102.5,81.5,8.25,9.8,28.5,36.5,11.72,NA,3.38,6,1.035,131,139,"Hollis Thompson"
"636",2012,"SG",74.5,221,27.99,8.5,98,79.25,8.5,9.5,NA,NA,NA,NA,NA,NA,1.064,NA,NA,"Dion Waiters"
"637",2012,"PF",79,260.6,29.35,10.6,104.5,84,9.5,11.5,NA,NA,NA,NA,NA,NA,1.063,NA,NA,"Royce White"
"638",2012,"PG",76.75,203.2,24.25,5.2,101,81,8,9,30,35.5,10.75,NA,3.24,0,1.055,131,136.5,"Tony Wroten"
"639",2012,"PF/C",83.25,247.4,25.09,6.4,104.5,84,9,9.8,30,34,11.13,NA,3.4,16,1.009,134.5,138.5,"Tyler Zeller"
"640",2011,"PF/C",82,217,22.69,6.1,109.5,87.75,9.5,11,31.5,36,11.88,NA,3.35,12,1.07,141,145.5,"Keith Benson"
"641",2011,"SG",76.25,194.6,23.53,5.2,101,85,9,10.5,34,38.5,10.74,NA,3.09,5,1.115,135,139.5,"Marshon Brooks"
"642",2011,"SG",77,192.6,22.84,5.1,103.5,82,9,8.3,29,36,10.96,NA,3.17,5,1.065,132.5,139.5,"Alec Burks"
"643",2011,"SF",78,222.2,25.67,5.4,101.5,79.5,9,9,32,39,11.12,NA,3.15,14,1.019,133.5,140.5,"Jimmy Butler"
"644",2011,"PG",72.25,174.4,23.49,4.7,95.5,74.25,8.5,9.5,29.5,38.5,10.07,NA,3.22,11,1.028,125,134,"Norris Cole"
"645",2011,"SG",77.25,196.6,23.16,8.5,99,78,8.25,8.3,28,35,10.94,NA,3.37,2,1.01,127,134,"Jon Diebler"
"646",2011,"PF/C",80.5,237.6,25.78,8,107.5,87.25,9,10.8,29.5,34.5,11.85,NA,3.27,10,1.084,137,142,"Michael Dunigan"
"647",2011,"SG",75,187.8,23.47,5.5,101,78.25,9,10.3,26.5,31,11.45,NA,3.27,3,1.043,127.5,132,"LaceDarius Dunn"
"648",2011,"PF",78,224.6,25.95,6.3,108,84,8.5,10.3,30.5,35,11.35,NA,3.26,16,1.077,138.5,143,"Kenneth Faried"
"649",2011,"PG",72.75,196,26.03,7.7,96.5,76.5,8,8.5,28,33,10.42,NA,3.21,14,1.052,124.5,129.5,"James Fredette"
"650",2011,"PG",73.25,197.6,25.89,9.9,96.5,76.25,8.25,9.3,32.5,37,10.33,NA,3.1,4,1.041,129,133.5,"Andrew Goudelock"
"651",2011,"SF",78.75,228.4,25.89,9.8,104,81.5,9,9.3,25,32,11.47,NA,3.3,7,1.035,129,136,"Jordan Hamilton"
"652",2011,"SF/PF",80,228,25.04,4,106,83.75,9,9.3,28.5,33,11.92,NA,3.3,19,1.047,134.5,139,"Justin Harper"
"653",2011,"SF/PF",78.5,222.8,25.42,8.4,103.5,83,8.75,9,31.5,37.5,10.96,NA,3.17,12,1.057,135,141,"Tobias Harris"
"654",2011,"SF",78.75,186.8,21.18,5.3,105,81,8.5,9.5,30,37,11.68,NA,3.07,NA,1.029,135,142,"Tyler Honeycutt"
"655",2011,"SG",77.75,204.6,23.79,4.8,103.5,82.5,8.5,10,32.5,36,10.47,NA,3.18,10,1.061,136,139.5,"Scotty Hopson"
"656",2011,"PG",73.75,191,24.69,10.2,99,76,8.25,9.3,NA,NA,NA,NA,NA,NA,1.031,NA,NA,"Kyrie Irving"
"657",2011,"PF",80.25,241.8,26.39,8.3,106.5,86,8.75,9.5,28.5,33,11.51,NA,3.26,9,1.072,135,139.5,"Rick Jackson"
"658",2011,"PG/SG",73.5,216.4,28.16,4.3,96.5,79.5,8.5,9,29.5,34,11.68,NA,3.18,16,1.082,126,130.5,"Charles Jenkins"
"659",2011,"PF",81,219.8,23.55,7.5,107.5,86,9,10,33.5,38,11.21,NA,3.14,15,1.062,141,145.5,"JaJuan Johnson"
"660",2011,"PG",74,186.2,23.9,9.7,99,77.5,8.5,10.5,27.5,35,10.75,NA,3.27,5,1.047,126.5,134,"Cory Joseph"
"661",2011,"PF/C",81.75,259.2,27.27,5.9,109.5,85.5,9.5,10.8,26,32.5,11.3,NA,3.26,14,1.046,135.5,142,"Enes Kanter"
"662",2011,"PG",73.5,176.8,23.01,4.2,98.5,78.75,8.25,9.5,29,37.5,10.74,NA,3.07,10,1.071,127.5,136,"Brandon Knight"
"663",2011,"SG",76,198.2,24.12,5.9,101.5,81.75,8.5,9.5,30,35.5,11.2,NA,3.09,17,1.076,131.5,137,"Malcolm Lee"
"664",2011,"SF",78,227.4,26.28,5.4,106,87,9.75,11.3,25.5,32,11.45,NA,3.15,3,1.115,131.5,138,"Kawhi Leonard"
"665",2011,"SG",75,205,25.62,8.1,103,82.5,8.75,9.3,33,40.5,11,NA,3.13,10,1.1,136,143.5,"Travis Leslie"
"666",2011,"PF",82,223.2,23.34,5.4,105.5,84,8.75,9.8,29.5,36.5,10.82,NA,3.36,14,1.024,135,142,"Jon Leuer"
"667",2011,"SG/SF",77,202.2,23.97,5,103.5,83,8.75,10,27,31,NA,NA,3.33,6,1.078,130.5,134.5,"DeAndre Liggins"
"668",2011,"SG",76.75,216.2,25.8,6.5,101,80,9,10,28.5,33,10.81,NA,3.25,15,1.042,129.5,134,"David Lighty"
"669",2011,"PG",73,209,27.57,7.1,96.5,79.5,8.25,9.3,32,39,11.23,NA,3.18,17,1.089,128.5,135.5,"Shelvin Mack"
"670",2011,"PG",73.75,204,26.37,6.1,99.5,78.25,8.5,9,27,33,11.55,NA,3.19,NA,1.061,126.5,132.5,"Demetri McCamey"
"671",2011,"SG",74.5,191.4,24.24,7.6,99.5,81.5,9,10,32,34.5,11.12,NA,3.31,NA,1.094,131.5,134,"E'Twaun Moore"
"672",2011,"PG/SG",75.25,190,23.59,5.3,102,79.5,8.75,10,24.5,32,11,NA,3.2,12,1.056,126.5,134,"Darius Morris"
"673",2011,"SF/PF",79,229.6,25.86,8,105.5,82,8.25,8.5,29,33,NA,NA,3.15,11,1.038,134.5,138.5,"Marcus Morris"
"674",2011,"PF",79.75,240.8,26.62,10.2,106.5,82.75,8.5,8.3,27,31.5,NA,NA,3.4,11,1.038,133.5,138,"Markieff Morris"
"675",2011,"SF",80.75,221.2,23.85,7,104.5,81.5,8.25,10,25.5,31.5,11.05,NA,3.29,4,1.009,130,136,"Chandler Parsons"
"676",2011,"SF",78,207.2,23.94,5.5,106.5,82.25,8.75,9.5,27,33.5,11.74,NA,3.02,0,1.054,133.5,140,"Jereme Richmond"
"677",2011,"PG/SG",73.75,194.6,25.15,7.9,98,77.25,8.5,9,29.5,42,11.13,NA,3.2,5,1.047,127.5,140,"Josh Selby"
"678",2011,"PG/SG",76.25,221.8,26.82,6.5,99.5,81.5,9,9,36.5,42,11.1,NA,3.18,18,1.069,136,141.5,"Iman Shumpert"
"679",2011,"SF",79.5,228,25.36,10,106,82.1,8.25,8.8,23,30,11.22,NA,3.21,10,1.033,129,136,"Kyle Singler"
"680",2011,"SF",79.75,230.2,25.44,7.4,103.5,85,9.25,10,30.5,37.5,11.33,NA,3.09,15,1.066,134,141,"Chris Singleton"
"681",2011,"PF",78.5,241.6,27.56,9.8,106.5,85.25,8.5,8.5,26,30.5,12.43,NA,3.46,10,1.086,132.5,137,"Jamie Skeen"
"682",2011,"PF/C",80,252.8,27.77,7.4,106.5,86.5,9.75,12,29.5,36,12.43,NA,3.36,17,1.081,136,142.5,"Gregory Smith"
"683",2011,"PG",73.5,187.6,24.41,5.6,99,77.5,8.5,9.3,28.5,34,11.05,NA,3.17,9,1.054,127.5,133,"Nolan Smith"
"684",2011,"PG",68.75,186,27.66,6.7,91.5,73.75,8.25,9,31.5,40,10.49,NA,3.14,13,1.073,123,131.5,"Isaiah Thomas"
